GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2014 Inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2014 Inflation-adjusted dollars)
1400000US36081044602,36081044602,"Census Tract 446.02, Queens County, New York",39728,5948
1400000US36081044800,36081044800,"Census Tract 448, Queens County, New York",46607,11371
1400000US36081045000,36081045000,"Census Tract 450, Queens County, New York",51500,14227
1400000US36081045200,36081045200,"Census Tract 452, Queens County, New York",42000,26135
1400000US36081045400,36081045400,"Census Tract 454, Queens County, New York",55179,11539
1400000US36081045500,36081045500,"Census Tract 455, Queens County, New York",48070,6553
1400000US36081045600,36081045600,"Census Tract 456, Queens County, New York",60139,24295
1400000US36081045700,36081045700,"Census Tract 457, Queens County, New York",63750,7879
1400000US36081045800,36081045800,"Census Tract 458, Queens County, New York",58750,27954
1400000US36081045900,36081045900,"Census Tract 459, Queens County, New York",59074,8252
1400000US36081046000,36081046000,"Census Tract 460, Queens County, New York",26233,3514
1400000US36081046100,36081046100,"Census Tract 461, Queens County, New York",48060,10117
1400000US36081046200,36081046200,"Census Tract 462, Queens County, New York",40637,9034
1400000US36081046300,36081046300,"Census Tract 463, Queens County, New York",41339,8964
1400000US36081046400,36081046400,"Census Tract 464, Queens County, New York",92303,26911
1400000US36081046500,36081046500,"Census Tract 465, Queens County, New York",41615,21847
1400000US36081046600,36081046600,"Census Tract 466, Queens County, New York",52059,9387
1400000US36081046700,36081046700,"Census Tract 467, Queens County, New York",39138,9156
1400000US36081046800,36081046800,"Census Tract 468, Queens County, New York",40942,6633
1400000US36081046900,36081046900,"Census Tract 469, Queens County, New York",45157,5523
1400000US36081047000,36081047000,"Census Tract 470, Queens County, New York",56033,12412
1400000US36081047100,36081047100,"Census Tract 471, Queens County, New York",41625,17440
1400000US36081047200,36081047200,"Census Tract 472, Queens County, New York",72924,12182
1400000US36081047300,36081047300,"Census Tract 473, Queens County, New York",54554,6432
1400000US36081047500,36081047500,"Census Tract 475, Queens County, New York",51905,12370
1400000US36081047600,36081047600,"Census Tract 476, Queens County, New York",107969,29424
1400000US36081047800,36081047800,"Census Tract 478, Queens County, New York",71695,17114
1400000US36081047900,36081047900,"Census Tract 479, Queens County, New York",57651,10577
1400000US36081048000,36081048000,"Census Tract 480, Queens County, New York",61462,11766
1400000US36081048100,36081048100,"Census Tract 481, Queens County, New York",38078,7925
1400000US36081048200,36081048200,"Census Tract 482, Queens County, New York",82750,29423
1400000US36081048300,36081048300,"Census Tract 483, Queens County, New York",49634,6112
1400000US36081048400,36081048400,"Census Tract 484, Queens County, New York",55750,8597
1400000US36081048500,36081048500,"Census Tract 485, Queens County, New York",58819,5331
1400000US36081048900,36081048900,"Census Tract 489, Queens County, New York",61451,9751
1400000US36081049200,36081049200,"Census Tract 492, Queens County, New York",51455,5496
1400000US36081049301,36081049301,"Census Tract 493.01, Queens County, New York",58304,7132
1400000US36081049302,36081049302,"Census Tract 493.02, Queens County, New York",57188,21495
1400000US36081049500,36081049500,"Census Tract 495, Queens County, New York",62422,13009
1400000US36081049600,36081049600,"Census Tract 496, Queens County, New York",70686,8433
1400000US36081049700,36081049700,"Census Tract 497, Queens County, New York",46962,11171
1400000US36081049900,36081049900,"Census Tract 499, Queens County, New York",54500,11134
1400000US36081050000,36081050000,"Census Tract 500, Queens County, New York",38621,8428
1400000US36081050201,36081050201,"Census Tract 502.01, Queens County, New York",78000,9937
1400000US36081050202,36081050202,"Census Tract 502.02, Queens County, New York",82813,35503
1400000US36081050400,36081050400,"Census Tract 504, Queens County, New York",63692,9316
1400000US36081050500,36081050500,"Census Tract 505, Queens County, New York",65833,16964
1400000US36081050600,36081050600,"Census Tract 506, Queens County, New York",74306,30045
1400000US36081050700,36081050700,"Census Tract 507, Queens County, New York",76680,8179
1400000US36081050800,36081050800,"Census Tract 508, Queens County, New York",59196,8438
1400000US36081051000,36081051000,"Census Tract 510, Queens County, New York",88750,19466
1400000US36081051100,36081051100,"Census Tract 511, Queens County, New York",68750,20029
1400000US36081051200,36081051200,"Census Tract 512, Queens County, New York",76667,16606
1400000US36081051300,36081051300,"Census Tract 513, Queens County, New York",57500,10834
1400000US36081051500,36081051500,"Census Tract 515, Queens County, New York",61635,14420
1400000US36081051600,36081051600,"Census Tract 516, Queens County, New York",60625,20351
1400000US36081051700,36081051700,"Census Tract 517, Queens County, New York",52750,14185
1400000US36081051800,36081051800,"Census Tract 518, Queens County, New York",81115,12041
1400000US36081052000,36081052000,"Census Tract 520, Queens County, New York",103254,13670
1400000US36081052100,36081052100,"Census Tract 521, Queens County, New York",51853,12660
1400000US36081052200,36081052200,"Census Tract 522, Queens County, New York",71667,15794
1400000US36081052400,36081052400,"Census Tract 524, Queens County, New York",67768,15044
1400000US36081052500,36081052500,"Census Tract 525, Queens County, New York",57583,12246
1400000US36081052600,36081052600,"Census Tract 526, Queens County, New York",79306,23074
1400000US36081052800,36081052800,"Census Tract 528, Queens County, New York",59125,8708
